,Unnamed: 0,W/L,Weight class,Method,Round,Time,Fighter1,Fighter2,F1_Kd,F2_Kd,F1_Str,F2_Str,F1_Td,F2_Td,F1_Sub,F2_Sub,fight_num,event_id
2,2,win,Middleweight,KO/TKO  Punches,1,2:58,Matt Lindland,Yoji Anjo,0,0,17,0,0,0,0,0,3,08ae5cd9aef7ddd3
3,3,win,Welterweight,KO/TKO  Punches,1,2:24,Fabiano Iha,Daiju Takase,0,0,8,0,1,0,0,0,4,08ae5cd9aef7ddd3
4,4,win,Middleweight,KO/TKO  Punches,1,4:58,Evan Tanner,Lance Gibson,0,0,32,6,1,0,0,0,5,08ae5cd9aef7ddd3
5,5,win,Welterweight,SUB  Armbar,1,0:20,Dennis Hallman,Matt Hughes,0,0,0,1,0,1,1,0,6,08ae5cd9aef7ddd3
6,6,win,Middleweight,U-DEC,3,5:00,Chuck Liddell,Jeff Monson,0,0,42,6,0,1,0,0,7,08ae5cd9aef7ddd3
0,0,win,Women's Strawweight,U-DEC,5,5:00,Joanna Jedrzejczyk,Michelle Waterson-Gomez,0,0,180,58,3,1,1,1,1,0941df56f6ac954b
1,1,win,Featherweight,U-DEC,3,5:00,Cub Swanson,Kron Gracie,0,0,135,86,0,0,0,0,2,0941df56f6ac954b
2,2,win,Welterweight,KO/TKO  Kick,1,1:44,Niko Price,James Vick,1,0,11,9,0,0,0,0,3,0941df56f6ac954b
3,3,win,Women's Strawweight,U-DEC,3,5:00,Amanda Ribas,Mackenzie Dern,0,0,74,20,2,0,0,0,4,0941df56f6ac954b
4,4,win,Lightweight,S-DEC,3,5:00,Matt Frevola,Luis Pena,0,0,48,51,4,1,0,2,5,0941df56f6ac954b
5,5,win,Middleweight,S-DEC,3,5:00,Eryk Anders,Gerald Meerschaert,0,0,64,72,0,0,0,0,6,0941df56f6ac954b
6,6,win,Light Heavyweight,SUB  Guillotine Choke,2,2:01,Ryan Spann,Devin Clark,0,0,17,17,0,2,1,0,7,0941df56f6ac954b
7,7,win,Lightweight,KO/TKO  Punch,3,4:45,Mike Davis,Thomas Gifford,2,0,139,88,2,0,0,0,8,0941df56f6ac954b
8,8,win,Welterweight,U-DEC,3,5:00,Alex Morono,Max Griffin,1,0,81,75,0,4,0,0,9,0941df56f6ac954b
9,9,win,Flyweight,SUB  Guillotine Choke,1,3:08,Deiveson Figueiredo,Tim Elliott,0,0,8,26,0,1,1,0,10,0941df56f6ac954b
10,10,win,Bantamweight,KO/TKO  Elbows,3,3:17,Marlon Vera,Andre Ewell,0,0,80,50,0,0,2,0,11,0941df56f6ac954b
11,11,win,Welterweight,KO/TKO  Kick,2,2:32,Miguel Baeza,Hector Aldana,1,0,35,8,1,0,0,0,12,0941df56f6ac954b
12,12,win,Middleweight,U-DEC,3,5:00,Marvin Vettori,Andrew Sanchez,0,0,85,39,0,0,0,0,13,0941df56f6ac954b
13,13,win,Women's Flyweight,U-DEC,3,5:00,JJ Aldrich,Lauren Mueller,0,0,74,54,1,1,0,0,14,0941df56f6ac954b
0,0,win,Women's Bantamweight,SUB  Armbar,1,4:49,Ronda Rousey,Liz Carmouche,0,0,7,4,1,0,1,1,1,09c44b317c98bf96
1,1,win,Light Heavyweight,S-DEC,3,5:00,Lyoto Machida,Dan Henderson,0,0,27,20,1,1,0,0,2,09c44b317c98bf96
2,2,win,Bantamweight,SUB  Rear Naked Choke,1,4:34,Urijah Faber,Ivan Menjivar,0,0,17,3,0,1,1,0,3,09c44b317c98bf96
3,3,win,Welterweight,U-DEC,3,5:00,Court McGee,Josh Neer,0,0,166,63,2,0,0,0,4,09c44b317c98bf96
4,4,win,Welterweight,KO/TKO  Punches,1,3:57,Robbie Lawler,Josh Koscheck,0,0,9,2,0,2,0,0,5,09c44b317c98bf96
5,5,win,Heavyweight,U-DEC,3,5:00,Brendan Schaub,Lavar Johnson,0,0,18,36,5,1,1,0,6,09c44b317c98bf96
6,6,win,Lightweight,SUB  Rear Naked Choke,2,2:29,Michael Chiesa,Anton Kuivanen,0,0,5,18,1,0,2,0,7,09c44b317c98bf96
7,7,win,Featherweight,S-DEC,3,5:00,Dennis Bermudez,Matt Grice,1,1,120,82,0,1,2,0,8,09c44b317c98bf96
8,8,win,Lightweight,S-DEC,3,5:00,Sam Stout,Caros Fodor,0,0,46,47,1,3,0,0,9,09c44b317c98bf96
9,9,win,Welterweight,SUB  Suloev Stretch,1,2:57,Kenny Robertson,Brock Jardine,0,0,9,1,1,0,2,1,10,09c44b317c98bf96
10,10,win,Welterweight,U-DEC,3,5:00,Neil Magny,Jon Manley,0,0,65,17,4,1,0,0,11,09c44b317c98bf96
11,11,win,Welterweight,U-DEC,3,5:00,Nah-Shon Burrell,Yuri Villefort,0,0,121,48,0,3,1,1,12,09c44b317c98bf96
0,0,win,Welterweight,U-DEC,3,5:00,Jake Ellenberger,Diego Sanchez,1,0,62,29,2,0,0,0,1,0a97691039c4bbfb
1,1,win,Heavyweight,KO/TKO  Punches,2,3:52,Stefan Struve,Dave Herman,1,0,47,51,1,0,0,0,2,0a97691039c4bbfb
2,2,win,Middleweight,S-DEC,3,5:00,Ronny Markes,Aaron Simpson,0,1,62,55,2,0,0,0,3,0a97691039c4bbfb
3,3,win,Heavyweight,KO/TKO  Punch,1,0:43,Stipe Miocic,Philip De Fries,1,0,8,7,0,0,0,0,4,0a97691039c4bbfb
4,4,win,Bantamweight,U-DEC,3,5:00,TJ Dillashaw,Walel Watson,0,0,85,11,3,0,5,1,5,0a97691039c4bbfb
5,5,win,Bantamweight,SUB  Rear Naked Choke,1,3:45,Ivan Menjivar,John Albert,0,0,25,31,1,0,2,3,6,0a97691039c4bbfb
6,6,win,Featherweight,KO/TKO  Punches,1,1:32,Jonathan Brookins,Vagner Rocha,0,0,18,7,1,0,0,0,7,0a97691039c4bbfb
7,7,win,Lightweight,U-DEC,3,5:00,Justin Salas,Anton Kuivanen,0,0,50,38,4,0,0,0,8,0a97691039c4bbfb
8,8,win,Lightweight,U-DEC,3,5:00,Tim Means,Bernardo Magalhaes,0,0,83,28,0,0,0,0,9,0a97691039c4bbfb
0,0,win,Light Heavyweight,U-DEC,5,5:00,Quinton Jackson,Dan Henderson,1,0,74,60,2,3,0,3,1,0aa92558424ced9e
1,1,win,Light Heavyweight,S-DEC,3,5:00,Michael Bisping,Matt Hamill,0,0,47,56,0,6,0,0,2,0aa92558424ced9e
2,2,win,Heavyweight,U-DEC,3,5:00,Cheick Kongo,Mirko Filipovic,0,0,63,15,1,1,0,0,3,0aa92558424ced9e
3,3,win,Welterweight,SUB  Armbar,1,4:14,Marcus Davis,Paul Taylor,0,1,24,16,1,0,1,0,4,0aa92558424ced9e
4,4,win,Light Heavyweight,KO/TKO  Knee,1,1:01,Houston Alexander,Alessio Sakara,1,0,18,1,0,1,0,0,5,0aa92558424ced9e
5,5,win,Lightweight,U-DEC,3,5:00,Gleison Tibau,Terry Etim,0,0,14,18,7,0,0,0,6,0aa92558424ced9e
6,6,win,Light Heavyweight,KO/TKO  Punches,2,4:23,Thiago Silva,Tomasz Drwal,1,0,48,43,0,1,1,0,7,0aa92558424ced9e
7,7,win,Lightweight,KO/TKO  Punch,2,2:04,Dennis Siver,Naoyuki Kotani,1,0,28,9,0,0,0,2,8,0aa92558424ced9e
8,8,win,Welterweight,KO/TKO  Punches,1,4:10,Jess Liaudin,Anthony Torres,2,0,38,13,0,0,0,0,9,0aa92558424ced9e
0,0,win,Middleweight,U-DEC,5,5:00,Israel Adesanya,Yoel Romero,0,0,48,40,0,0,0,0,1,0b5b6876c2a4723f
1,1,win,Women's Strawweight,S-DEC,5,5:00,Zhang Weili,Joanna Jedrzejczyk,0,0,165,186,1,0,0,0,2,0b5b6876c2a4723f
2,2,win,Lightweight,KO/TKO  Punch,2,1:00,Beneil Dariush,Drakkar Klose,1,0,12,15,1,0,2,0,3,0b5b6876c2a4723f
3,3,win,Welterweight,U-DEC,3,5:00,Neil Magny,Li Jingliang,0,0,74,16,4,2,0,0,4,0b5b6876c2a4723f
4,4,win,Welterweight,S-DEC,3,5:00,Alex Oliveira,Max Griffin,0,0,40,23,1,2,0,0,5,0b5b6876c2a4723f
5,5,win,Bantamweight,KO/TKO  Punches,1,2:02,Sean O'Malley,Jose Quinonez,0,0,18,0,0,0,0,0,6,0b5b6876c2a4723f
6,6,win,Lightweight,U-DEC,3,5:00,Mark Madsen,Austin Hubbard,0,0,15,41,8,0,0,0,7,0b5b6876c2a4723f
7,7,win,Middleweight,SUB  Arm Triangle,1,2:58,Rodolfo Vieira,Saparbeg Safarov,0,0,5,5,2,0,1,0,8,0b5b6876c2a4723f
8,8,win,Middleweight,SUB  Rear Naked Choke,3,2:13,Gerald Meerschaert,Deron Winn,1,0,86,53,1,1,1,0,9,0b5b6876c2a4723f
9,9,win,Featherweight,S-DEC,3,5:00,Giga Chikadze,Jamall Emmers,0,0,38,54,0,2,0,0,10,0b5b6876c2a4723f
10,10,win,Bantamweight,KO/TKO  Punch,1,3:01,Batgerel Danaa,Guido Cannetti,1,0,17,11,0,0,0,0,11,0b5b6876c2a4723f
0,0,win,Middleweight,U-DEC,5,5:00,Israel Adesanya,Marvin Vettori,0,0,96,58,0,4,0,0,1,0b64d0fed453ef7f
1,1,win,Flyweight,SUB  Rear Naked Choke,3,2:26,Brandon Moreno,Deiveson Figueiredo,1,0,47,24,2,1,2,0,2,0b64d0fed453ef7f
2,2,win,Welterweight,U-DEC,5,5:00,Leon Edwards,Nate Diaz,0,0,77,76,4,0,0,0,3,0b64d0fed453ef7f
3,3,win,Welterweight,U-DEC,3,5:00,Belal Muhammad,Demian Maia,0,0,45,21,0,1,0,0,4,0b64d0fed453ef7f
4,4,win,Light Heavyweight,KO/TKO  Punches,1,1:59,Paul Craig,Jamahal Hill,0,0,23,1,0,0,3,0,5,0b64d0fed453ef7f
5,5,win,Lightweight,U-DEC,3,5:00,Brad Riddell,Drew Dober,0,0,89,73,5,1,0,0,6,0b64d0fed453ef7f
6,6,win,Light Heavyweight,U-DEC,3,5:00,Eryk Anders,Darren Stewart,0,0,44,33,0,2,0,0,7,0b64d0fed453ef7f
7,7,win,Women's Flyweight,S-DEC,3,5:00,Lauren Murphy,Joanne Wood,0,0,80,123,1,0,0,0,8,0b64d0fed453ef7f
8,8,win,Featherweight,U-DEC,3,5:00,Movsar Evloev,Hakeem Dawodu,0,0,42,39,9,0,2,0,9,0b64d0fed453ef7f
9,9,win,Women's Bantamweight,U-DEC,3,5:00,Pannie Kianzad,Alexis Davis,0,0,124,132,0,1,0,0,10,0b64d0fed453ef7f
10,10,win,Lightweight,KO/TKO  Punch,1,0:07,Terrance McKinney,Matt Frevola,1,0,4,0,0,0,0,0,11,0b64d0fed453ef7f
11,11,win,Featherweight,U-DEC,3,5:00,Steven Peterson,Chase Hooper,0,0,49,31,1,3,2,2,12,0b64d0fed453ef7f
12,12,win,Lightweight,M-DEC,3,5:00,Fares Ziam,Luigi Vendramini,0,0,39,34,0,1,0,0,13,0b64d0fed453ef7f
13,13,win,Heavyweight,S-DEC,3,5:00,Carlos Felipe,Jake Collier,0,0,94,130,0,0,0,0,14,0b64d0fed453ef7f
0,0,win,Welterweight,KO/TKO  Punches,1,0:40,Conor McGregor,Donald Cerrone,1,0,19,0,0,0,0,0,1,0c1773639c795466
1,1,win,Women's Bantamweight,U-DEC,3,5:00,Holly Holm,Raquel Pennington,0,0,30,38,0,1,0,0,2,0c1773639c795466
2,2,win,Heavyweight,SUB  Armbar,2,4:38,Aleksei Oleinik,Maurice Greene,0,0,7,13,3,0,3,0,3,0c1773639c795466
3,3,win,Bantamweight,SUB  Guillotine Choke,1,2:49,Brian Kelleher,Ode Osbourne,0,0,7,9,1,0,1,0,4,0c1773639c795466
4,4,win,Lightweight,SUB  Rear Naked Choke,2,1:46,Diego Ferreira,Anthony Pettis,0,0,25,22,3,0,1,0,5,0c1773639c795466
5,5,win,Women's Flyweight,U-DEC,3,5:00,Roxanne Modafferi,Maycee Barber,1,0,19,16,1,0,0,1,6,0c1773639c795466
6,6,win,Featherweight,U-DEC,3,5:00,Sodiq Yusuff,Andre Fili,0,0,73,49,0,3,1,0,7,0c1773639c795466
7,7,win,Flyweight,U-DEC,3,5:00,Askar Askarov,Tim Elliott,0,0,73,47,0,3,0,0,8,0c1773639c795466
8,8,win,Lightweight,KO/TKO  Punch,1,1:10,Drew Dober,Nasrat Haqparast,1,0,13,7,0,0,0,0,9,0c1773639c795466
9,9,win,Light Heavyweight,U-DEC,3,5:00,Aleksa Camur,Justin Ledet,0,0,80,44,1,0,0,0,10,0c1773639c795466
10,10,win,Women's Flyweight,S-DEC,3,5:00,Sabina Mazo,JJ Aldrich,0,0,118,58,0,0,0,0,11,0c1773639c795466
0,0,win,Bantamweight,KO/TKO  Punches,4,0:35,TJ Dillashaw,Renan Barao,0,0,117,62,0,0,0,0,1,0c3838c8f7c620c2
1,1,win,Women's Bantamweight,U-DEC,3,5:00,Miesha Tate,Jessica Eye,1,0,58,56,1,0,2,0,2,0c3838c8f7c620c2
2,2,win,Lightweight,U-DEC,3,5:00,Edson Barboza,Paul Felder,0,0,64,47,0,0,0,0,3,0c3838c8f7c620c2
3,3,win,Lightweight,KO/TKO  Punches,1,2:37,Joe Lauzon,Takanori Gomi,0,0,15,7,1,0,0,0,4,0c3838c8f7c620c2
4,4,win,Light Heavyweight,KO/TKO  Punch,2,0:27,Tom Lawlor,Gian Villante,1,0,22,31,0,1,0,0,5,0c3838c8f7c620c2
5,5,win,Lightweight,S-DEC,3,5:00,Jim Miller,Danny Castillo,0,0,45,35,2,0,0,0,6,0c3838c8f7c620c2
6,6,win,Welterweight,S-DEC,3,5:00,Ben Saunders,Kenny Robertson,0,1,98,91,0,2,0,0,7,0c3838c8f7c620c2
7,7,win,Bantamweight,U-DEC,3,5:00,Bryan Caraway,Eddie Wineland,0,0,61,52,0,0,0,0,8,0c3838c8f7c620c2
8,8,win,Lightweight,SUB  Rear Naked Choke,1,1:27,James Krause,Daron Cruickshank,0,0,10,6,1,0,1,0,9,0c3838c8f7c620c2
9,9,win,Lightweight,S-DEC,3,5:00,Andrew Holbrook,Ramsey Nijem,0,0,20,29,0,6,2,0,10,0c3838c8f7c620c2
10,10,win,Women's Bantamweight,U-DEC,3,5:00,Elizabeth Phillips,Jessamyn Duke,0,0,49,36,2,2,1,3,11,0c3838c8f7c620c2
11,11,win,Middleweight,KO/TKO  Punches,1,0:43,Zak Cummings,Dominique Steele,1,0,14,2,0,0,0,0,12,0c3838c8f7c620c2
0,0,win,Heavyweight,KO/TKO  Elbows,5,3:04,Ricco Rodriguez,Randy Couture,0,0,39,39,4,5,1,0,1,0cf935519d439ba6
1,1,win,Heavyweight,KO/TKO,2,1:43,Tim Sylvia,Wesley Correira,0,0,138,26,0,0,0,0,2,0cf935519d439ba6
2,2,win,Lightweight,U-DEC,3,5:00,BJ Penn,Matt Serra,0,0,32,8,1,1,0,1,3,0cf935519d439ba6
3,3,win,Lightweight,U-DEC,3,5:00,Caol Uno,Din Thomas,0,0,35,11,0,3,0,4,4,0cf935519d439ba6
4,4,win,Heavyweight,KO/TKO,1,5:00,Gan McGee,Pedro Rizzo,0,0,17,14,0,0,0,0,5,0cf935519d439ba6
5,5,win,Middleweight,KO/TKO  Punches,1,0:18,Phil Baroni,Dave Menne,1,0,8,1,0,0,0,0,6,0cf935519d439ba6
6,6,win,Middleweight,U-DEC,3,5:00,Matt Lindland,Ivan Salaverry,0,0,16,32,6,0,0,0,7,0cf935519d439ba6
7,7,win,Welterweight,KO/TKO,1,4:16,Sean Sherk,Benji Radach,0,0,6,7,1,0,0,0,8,0cf935519d439ba6
0,0,win,Light Heavyweight,KO/TKO  Punch,2,1:51,Rashad Evans,Chuck Liddell,1,0,13,10,0,0,0,0,1,0db70ca89e1c7374
1,1,win,Light Heavyweight,KO/TKO  Kick,3,0:39,Rich Franklin,Matt Hamill,1,0,71,13,0,1,0,0,2,0db70ca89e1c7374
2,2,win,Middleweight,U-DEC,3,5:00,Dan Henderson,Rousimar Palhares,1,0,42,27,0,2,0,1,3,0db70ca89e1c7374
3,3,win,Middleweight,KO/TKO  Punches,1,1:22,Nate Marquardt,Martin Kampmann,1,0,22,1,0,0,0,0,4,0db70ca89e1c7374
4,4,win,Welterweight,S-DEC,3,5:00,Dong Hyun Kim,Matt Brown,0,0,12,48,3,1,1,2,5,0db70ca89e1c7374
5,5,win,Lightweight,U-DEC,3,5:00,Kurt Pellegrino,Thiago Tavares,2,0,61,18,1,1,1,0,6,0db70ca89e1c7374
6,6,win,Light Heavyweight,KO/TKO  Punches,1,2:03,Tim Boetsch,Michael Patt,1,0,15,9,0,0,0,0,7,0db70ca89e1c7374
7,7,win,Middleweight,SUB  Rear Naked Choke,2,1:20,Jason MacDonald,Jason Lambert,0,0,10,1,2,0,1,2,8,0db70ca89e1c7374
8,8,win,Welterweight,S-DEC,3,5:00,Ryo Chonan,Roan Carneiro,0,0,23,18,0,2,0,1,9,0db70ca89e1c7374
0,0,win,Featherweight,KO/TKO  Punch,3,1:44,Giga Chikadze,Edson Barboza,2,0,60,33,0,0,2,0,1,0db9d2486d564a3c
1,1,win,Middleweight,SUB  Rear Naked Choke,2,2:15,Bryan Battle,Gilbert Urbina,0,0,46,45,1,2,1,0,2,0db9d2486d564a3c
2,2,win,Bantamweight,S-DEC,3,5:00,Ricky Turcios,Brady Hiestand,1,0,100,66,2,6,0,0,3,0db9d2486d564a3c
3,3,win,Welterweight,U-DEC,3,5:00,Daniel Rodriguez,Kevin Lee,0,0,120,56,0,3,0,0,4,0db9d2486d564a3c
4,4,win,Middleweight,KO/TKO  Elbows,3,3:12,Andre Petroski,Micheal Gillmore,0,0,46,31,4,0,1,0,5,0db9d2486d564a3c
5,5,win,Middleweight,SUB  Rear Naked Choke,2,1:49,Gerald Meerschaert,Makhmud Muradov,0,0,32,40,3,0,1,0,6,0db9d2486d564a3c
6,6,win,Middleweight,KO/TKO  Kick,1,0:17,Abdul Razak Alhassan,Alessio Di Chirico,1,0,1,1,0,0,0,0,7,0db9d2486d564a3c
7,7,win,Middleweight,S-DEC,3,5:00,Wellington Turman,Sam Alvey,0,0,69,68,2,0,0,0,8,0db9d2486d564a3c
8,8,win,Light Heavyweight,KO/TKO  Punches,1,3:04,Dustin Jacoby,Darren Stewart,0,0,37,18,0,2,0,0,9,0db9d2486d564a3c
9,9,win,Women's Flyweight,U-DEC,3,5:00,JJ Aldrich,Vanessa Demopoulos,0,0,93,70,1,0,0,0,10,0db9d2486d564a3c
10,10,win,Featherweight,SUB  Heel Hook,1,1:53,Pat Sabatini,Jamall Emmers,0,0,1,10,0,0,2,1,11,0db9d2486d564a3c
11,11,win,Bantamweight,S-DEC,3,5:00,Mana Martinez,Guido Cannetti,0,0,79,66,2,0,0,0,12,0db9d2486d564a3c
0,0,win,Middleweight,U-DEC,5,5:00,Rich Franklin,David Loiseau,2,1,127,21,5,1,0,0,1,0e9869d712e81f8f
1,1,win,Middleweight,SUB  Guillotine Choke,1,2:09,Mike Swick,Steve Vigneault,0,0,13,6,0,0,1,0,2,0e9869d712e81f8f
2,2,win,Welterweight,S-DEC,3,5:00,Georges St-Pierre,BJ Penn,0,0,59,37,4,1,0,1,3,0e9869d712e81f8f
3,3,win,Middleweight,U-DEC,3,5:00,Nate Marquardt,Joe Doerksen,0,1,56,26,5,2,2,0,4,0e9869d712e81f8f
4,4,win,Lightweight,SUB  Triangle Choke,2,1:52,Mark Hominick,Yves Edwards,0,0,22,20,0,1,1,0,5,0e9869d712e81f8f
5,5,win,Lightweight,S-DEC,3,5:00,Sam Stout,Spencer Fisher,0,0,62,53,0,4,0,3,6,0e9869d712e81f8f
6,6,win,Light Heavyweight,SUB  Kimura,1,1:54,Jason Lambert,Rob MacDonald,1,0,7,3,1,0,1,0,7,0e9869d712e81f8f
7,7,win,Heavyweight,KO/TKO  Punches,3,1:59,Tom Murphy,Icho Larenas,0,0,30,2,6,0,2,0,8,0e9869d712e81f8f
0,0,win,Light Heavyweight,U-DEC,5,5:00,Dan Henderson,Mauricio Rua,1,0,77,96,1,5,1,1,1,0ec821423baa26bd
1,1,win,Middleweight,KO/TKO  Knee,2,4:49,Wanderlei Silva,Cung Le,1,0,43,32,0,0,0,0,2,0ec821423baa26bd
2,2,win,Bantamweight,SUB  Guillotine Choke,2,1:27,Urijah Faber,Brian Bowles,1,0,36,13,1,0,1,0,3,0ec821423baa26bd
3,3,win,Welterweight,S-DEC,3,5:00,Martin Kampmann,Rick Story,0,0,38,61,3,1,1,0,4,0ec821423baa26bd
4,4,win,Light Heavyweight,U-DEC,3,5:00,Stephan Bonnar,Kyle Kingsbury,0,0,36,31,4,0,1,0,5,0ec821423baa26bd
5,5,win,Light Heavyweight,KO/TKO  Punch,1,1:17,Ryan Bader,Jason Brilz,1,0,6,1,0,0,0,0,6,0ec821423baa26bd
6,6,win,Bantamweight,KO/TKO  Punches,1,0:56,Michael McDonald,Alex Soto,2,0,12,6,0,0,0,0,7,0ec821423baa26bd
7,7,win,Middleweight,SUB  D'Arce Choke,1,2:07,Chris Weidman,Tom Lawlor,0,0,3,2,1,0,1,0,8,0ec821423baa26bd
8,8,win,Lightweight,S-DEC,3,5:00,Gleison Tibau,Rafael Dos Anjos,0,0,56,25,2,0,0,0,9,0ec821423baa26bd
9,9,win,Bantamweight,U-DEC,3,5:00,Miguel Torres,Nick Pace,0,0,64,31,0,1,0,0,10,0ec821423baa26bd
10,10,win,Welterweight,SUB  Guillotine Choke,2,0:42,Seth Baczynski,Matt Brown,0,0,17,19,1,1,1,0,11,0ec821423baa26bd
11,11,win,Lightweight,KO/TKO  Punches,1,4:52,Danny Castillo,Shamar Bailey,0,0,22,3,3,0,0,0,12,0ec821423baa26bd
0,0,win,Welterweight,U-DEC,3,5:00,Jon Fitch,Paulo Thiago,0,0,15,5,4,0,1,5,1,0ee783aa00e468f0
1,1,win,Heavyweight,KO/TKO  Punches,2,1:48,Brock Lesnar,Frank Mir,0,0,47,4,1,0,0,0,2,0ee783aa00e468f0
2,2,win,Welterweight,U-DEC,5,5:00,Georges St-Pierre,Thiago Alves,1,0,59,30,10,0,1,0,3,0ee783aa00e468f0
3,3,win,Middleweight,KO/TKO  Punch,2,3:20,Dan Henderson,Michael Bisping,1,0,29,22,0,0,0,0,4,0ee783aa00e468f0
4,4,win,Middleweight,S-DEC,3,5:00,Yoshihiro Akiyama,Alan Belcher,0,1,55,76,3,0,0,0,5,0ee783aa00e468f0
5,5,win,Light Heavyweight,U-DEC,3,5:00,Mark Coleman,Stephan Bonnar,0,0,20,26,3,0,0,3,6,0ee783aa00e468f0
6,6,win,Lightweight,U-DEC,3,5:00,Jim Miller,Mac Danzig,0,0,37,20,6,0,1,1,7,0ee783aa00e468f0
7,7,win,Light Heavyweight,SUB  Guillotine Choke,2,2:43,Jon Jones,Jake O'Brien,0,0,25,11,0,0,1,0,8,0ee783aa00e468f0
8,8,win,Welterweight,U-DEC,3,5:00,Dong Hyun Kim,TJ Grant,0,0,29,22,4,1,1,0,9,0ee783aa00e468f0
9,9,win,Middleweight,SUB  Guillotine Choke,1,0:55,Tom Lawlor,CB Dollaway,0,0,0,1,0,0,1,0,10,0ee783aa00e468f0
10,10,win,Lightweight,SUB  Guillotine Choke,1,2:36,Shannon Gugerty,Matt Grice,0,0,1,4,1,0,2,0,11,0ee783aa00e468f0
0,0,win,Featherweight,U-DEC,5,5:00,Alexander Volkanovski,Brian Ortega,0,0,214,88,0,2,0,3,1,0eec866a077889f0
1,1,win,Women's Flyweight,KO/TKO  Punches,4,4:00,Valentina Shevchenko,Lauren Murphy,0,0,98,11,3,0,0,0,2,0eec866a077889f0
2,2,win,Middleweight,KO/TKO  Punch,3,0:44,Robbie Lawler,Nick Diaz,0,0,131,150,0,0,0,0,3,0eec866a077889f0
3,3,win,Heavyweight,U-DEC,3,5:00,Curtis Blaydes,Jairzinho Rozenstruik,0,0,32,18,3,0,0,0,4,0eec866a077889f0
4,4,win,Women's Flyweight,KO/TKO  Punches,1,4:54,Jessica Andrade,Cynthia Calvillo,0,0,48,27,0,0,0,0,5,0eec866a077889f0
5,5,win,Bantamweight,KO/TKO  Punches,2,4:25,Merab Dvalishvili,Marlon Moraes,0,1,69,29,4,0,0,0,6,0eec866a077889f0
6,6,win,Lightweight,U-DEC,3,5:00,Dan Hooker,Nasrat Haqparast,0,0,73,27,3,0,0,0,7,0eec866a077889f0
7,7,win,Heavyweight,KO/TKO  Punch,2,1:23,Chris Daukaus,Shamil Abdurakhimov,2,0,38,23,0,0,0,0,8,0eec866a077889f0
8,8,win,Women's Flyweight,U-DEC,3,5:00,Taila Santos,Roxanne Modafferi,1,0,55,18,5,0,0,0,9,0eec866a077889f0
9,9,win,Lightweight,SUB  Rear Naked Choke,1,4:01,Jalin Turner,Uros Medic,0,0,25,6,1,0,1,0,10,0eec866a077889f0
10,10,win,Middleweight,U-DEC,3,5:00,Nick Maximov,Cody Brundage,0,0,14,28,4,0,0,1,11,0eec866a077889f0
11,11,win,Welterweight,KO/TKO  Punch,1,0:15,Matthew Semelsberger,Martin Sano,1,0,3,1,0,0,0,0,12,0eec866a077889f0
12,12,win,Featherweight,SUB  Rear Naked Choke,2,3:31,Jonathan Pearce,Omar Morales,0,0,12,12,6,0,1,0,13,0eec866a077889f0
0,0,win,Middleweight,U-DEC,3,5:00,Yushin Okami,Nate Marquardt,0,0,25,21,1,3,0,2,1,0ff11cc094e887bc
1,1,win,Lightweight,SUB  Rear Naked Choke,1,3:37,Dennis Siver,Andre Winner,1,0,30,13,0,0,1,0,2,0ff11cc094e887bc
2,2,win,Welterweight,U-DEC,3,5:00,Amir Sadollah,Peter Sobotta,0,0,90,34,0,0,0,0,3,0ff11cc094e887bc
3,3,win,Light Heavyweight,U-DEC,3,5:00,Krzysztof Soszynski,Goran Reljic,0,0,57,23,0,2,3,0,4,0ff11cc094e887bc
4,4,win,Welterweight,S-DEC,3,5:00,Duane Ludwig,Nick Osipczak,0,2,99,60,0,2,0,0,5,0ff11cc094e887bc
5,5,win,Light Heavyweight,KO/TKO  Elbows,1,2:20,Vladimir Matyushenko,Alexandre Ferreira,0,0,19,6,2,0,0,0,6,0ff11cc094e887bc
6,6,win,Welterweight,U-DEC,3,5:00,Pascal Krauss,Mark Scanlon,0,0,50,33,3,3,2,2,7,0ff11cc094e887bc
7,7,win,Middleweight,SUB  Rear Naked Choke,2,1:33,Kyle Noke,Rob Kimmons,0,0,25,16,3,0,2,0,8,0ff11cc094e887bc
8,8,win,Light Heavyweight,KO/TKO  Punches,1,3:46,Karlos Vemola,Seth Petruzelli,0,0,18,3,2,0,0,2,9,0ff11cc094e887bc
9,9,win,Welterweight,SUB  Kneebar,1,2:21,Carlos Eduardo Rocha,Kris McCray,0,0,2,3,0,2,1,0,10,0ff11cc094e887bc
0,0,win,Light Heavyweight,KO/TKO  Punches,3,2:39,Randy Couture,Chuck Liddell,0,0,46,22,4,0,1,0,1,108afe61a26bcbf4
1,1,win,Heavyweight,SUB  Arm Triangle,1,1:59,Kimo Leopoldo,David Abbott,0,0,1,0,1,0,1,0,2,108afe61a26bcbf4
2,2,win,Light Heavyweight,KO/TKO  Knees,1,1:07,Vitor Belfort,Marvin Eastman,1,0,9,1,0,0,0,0,3,108afe61a26bcbf4
3,3,draw  draw,Heavyweight,S-DEC,3,5:00,Vernon White,Ian Freeman,0,0,45,18,1,2,0,1,4,108afe61a26bcbf4
4,4,win,Heavyweight,DQ,1,2:55,Frank Mir,Wes Sims,0,0,4,1,1,0,4,0,5,108afe61a26bcbf4
5,5,win,Lightweight,U-DEC,3,5:00,Yves Edwards,Eddie Ruiz,1,0,21,3,0,2,3,0,6,108afe61a26bcbf4
